id,city,name_en,name_ko,category,mealSlot,styles,travelerTypes,lat,lng,duration_min,duration_typical,duration_max,priority,area,openHours_open,openHours_close,closedDays,description_en,description_ko,tips_en,tips_ko,photos,postSlug,googleMapsUrl,costAmount,costCurrency,tags,chain,booking_klook,booking_agoda,booking_mrt,booking_direct
tokyo-odaiba-disneyland,tokyo,Tokyo Disneyland,도쿄 디즈니랜드,experience,,activity|photo|shopping|local|popular,couple|friends|kids,35.6295548,139.8817799,360,480,600,2,odaiba,9:00,21:00,,Asia's flagship Disneyland. Easy subway ride from central Tokyo.,아시아의 대표 디즈니랜드. 도쿄 시내에서 편하게 지하철로 이동 가능,Grab a paid DPA for top rides like Beauty and the Beast|DPAs go on first-come basis — rope-drop the park|Full writeup and photos linked in the guide below,미녀와 야수와 같은 인기 어트랙션은 DPA 필수|DPA 구매도 선착순이기 때문에 오픈런 필요|자세한 후기와 팁은 아래 가이드 참고,,tokyo-disneyland-guide,"https://www.google.com/maps/place/%EB%8F%84%EC%BF%84+%EB%94%94%EC%A6%88%EB%8B%88%EB%9E%9C%EB%93%9C/@35.6295548,139.8817799,15.99z/data=!4m6!3m5!1s0x60187d03114737b3:0xe4d93636d509d3cb!8m2!3d35.6328964!4d139.8803943!16zL20vMDQ0ejFu?entry=ttu&g_ep=EgoyMDI2MDQxNS4wIKXMDSoASAFQAw%3D%3D",15000,JPY,,,https://www.klook.com/activity/695-tokyo-disney-resort-1-day-pass-tokyo/?aid=118462,,,
tokyo-odaiba-disneysea,tokyo,Tokyo DisneySea,도쿄 디즈니씨,experience,,activity|photo|shopping|local|popular,couple|friends|kids,35.6295548,139.8817799,360,480,600,2,odaiba,9:00,21:00,,"Disney's more adult, ocean-themed park — heavier on the thrill rides than Disneyland.",디즈니랜드와 달리 조금 더 스릴 넘치는 어트랙션이 있는 디즈니 테마파크,"Separate park from Disneyland — needs its own ticket|From Maihama Station you transfer to the resort monorail|DPAs are sold only after entry, with a daily cap — arrive early","디즈니랜드와 다른 파크 — 입장권을 따로 사야 가능|마이하마역에서 모노레일 타고 이동 필요|DPA는 입장 후에 구매 가능, 한정 수량이라 오픈런 권장",,tokyo-disneysea-guide,"https://www.google.com/maps/place/%EB%8F%84%EC%BF%84+%EB%94%94%EC%A6%88%EB%8B%88%EC%94%A8/@35.6295548,139.8817799,15.99z/data=!4m6!3m5!1s0x60187d03114737b3:0x41471d704ab72d25!8m2!3d35.6267108!4d139.8850779!16zL20vMDRjN3R0?entry=ttu&g_ep=EgoyMDI2MDQxNS4wIKXMDSoASAFQAw%3D%3D",15000,JPY,,,https://www.klook.com/activity/695-tokyo-disney-resort-1-day-pass-tokyo/?aid=118462,,,
tokyo-odaiba-statueofliverty,tokyo,Statue of Liberty (Odaiba),자유의 여신상,sight,,photo|budget|shopping|local,solo|couple|friends|parents|kids,35.6310174,139.7869674,30,45,60,3,odaiba,,,,Odaiba's replica Statue of Liberty — the classic photo angle with Tokyo's skyline behind.,도쿄 시내를 배경으로 자유의 여신상 사진을 찍을 수 있는 곳,,,,,"https://www.google.com/maps/place/%EC%9E%90%EC%9C%A0%EC%9D%98+%EC%97%AC%EC%8B%A0%EC%83%81/@35.6310174,139.7869674,15.54z/data=!3m1!5s0x60188a1dec01238b:0xd6b1486c9dbf4159!4m6!3m5!1s0x60188be32451f7a7:0xbc7e67300e8691a3!8m2!3d35.6278727!4d139.7718346!16s%2Fg%2F11r8wpcq09?entry=ttu&g_ep=EgoyMDI2MDQxNS4wIKXMDSoASAFQAw%3D%3D",0,JPY,,,,,,
tokyo-odaiba-beach-park,tokyo,Odaiba Seaside Park,오다이바 해변공원,sight,,photo|budget|nature|local,solo|couple|friends|parents|kids,35.6274509,139.7750562,30,45,60,3,odaiba,,,,Waterfront park — best after dark for the skyline.,야경 드라이브 하러 가면 좋은 해변 공원,Go after sunset for the night view,저녁에 야경 보러 가는 것을 추천,,,"https://www.google.com/maps/place/%EC%98%A4%EB%8B%A4%EC%9D%B4%EB%B0%94+%ED%95%B4%EB%B3%80+%EA%B3%B5%EC%9B%90/@35.6274509,139.7750562,16.94z/data=!4m6!3m5!1s0x601889f608caf315:0x205d22764d0e744f!8m2!3d35.6288912!4d139.7736832!16s%2Fg%2F11c0xqfq3j?entry=ttu&g_ep=EgoyMDI2MDQxNS4wIKXMDSoASAFQAw%3D%3D",0,JPY,,,,,,
tokyo-odaiba-gundambase,tokyo,Gundam Base Tokyo,건담베이스,sight,,photo|budget|shopping|local,solo|couple|friends|kids,35.6310174,139.7869674,30,45,60,3,odaiba,11:00,20:00,,Official Gundam merch store.,건담 애니메이션의 프랜차이즈 매장,Don't skip a photo with the life-size Gundam out front,외부에 있는 거댛나 건담 피규어와 사진 찍는 게 필수 코스,,,"https://www.google.com/maps/place/%EA%B1%B4%EB%8B%B4%EB%B2%A0%EC%9D%B4%EC%8A%A4+%EB%8F%84%EC%BF%84/@35.6310174,139.7869674,15.54z/data=!3m1!5s0x601889f9d3afd357:0x4ceb5b05cd94f9fd!4m6!3m5!1s0x601889f9d3522d23:0xf850caf38214ddd9!8m2!3d35.6254768!4d139.7761383!16s%2Fg%2F11b76cg4_j?entry=ttu&g_ep=EgoyMDI2MDQxNS4wIKXMDSoASAFQAw%3D%3D",0,JPY,,,,,,
tokyo-odaiba-teamlabplanet,tokyo,teamLab Planets,팀랩플래닛,experience,,activity|photo|popular,solo|couple|friends|parents|kids,35.6452231,139.7809887,60,90,120,1,odaiba,8:30,22:00,,Immersive digital art from the teamLab collective — the water-wading room is the signature.,일본 디지털 아트 그룹 팀랩에서 만든 체험형 전시 공간,Tickets sell out a week ahead — book on Klook|Entry is exactly at your slot — arriving early doesn't help|More hands-on than Borderless and the busier of the two,입장권은 일주일 전에 매진되니 미리 클룩에서 예약|예약 시간 정각에 입장 시작 — 일찍 가도 입장 안 됨|보더리스보다 체험형이 강하고 인기 많음,,tokyo-teamlab-borderless-planets-guide,"https://www.google.com/maps/place/%ED%8C%80%EB%9E%A9+%ED%94%8C%EB%9E%98%EB%8B%9B+%EB%8F%84%EC%BF%84/@35.6452231,139.7809887,15.87z/data=!4m6!3m5!1s0x60188908e728e749:0x6de450c94bd3d622!8m2!3d35.6491207!4d139.7897739!16s%2Fg%2F11ghxr0p5m?entry=ttu&g_ep=EgoyMDI2MDQxNS4wIKXMDSoASAFQAw%3D%3D",3600,JPY,,,https://www.klook.com/activity/25300-teamlab-planets-toyosu-tokyo-ticket/?aid=118462,,,
tokyo-odaiba-dipgarden-teraace,tokyo,Dipgarden Terrace Ariake Garden,Dipgarden Terrace Ariake Garden,food,dinner,activity|food|photo|culture|nature|shopping|local|popular,solo|couple|friends|parents|kids,35.6456344,139.7842253,45,60,75,3,odaiba,11:00,22:30,,Indian and Nepalese food in an Odaiba garden terrace.,일본에서 인도와 네팔 요리를 즐길 수 있는 곳,,,,,"https://www.google.com/maps/place/Dipgarden+TERRACE+Ariake+Garden/@35.6456344,139.7842253,15.59z/data=!3m1!5s0x601889c1df84d3b5:0x3257cebb6c84d60!4m6!3m5!1s0x601889c5fe211aff:0xbf4972f8dce4dd9f!8m2!3d35.6384963!4d139.7930083!16s%2Fg%2F11j8qnms9t?entry=ttu&g_ep=EgoyMDI2MDQxNS4wIKXMDSoASAFQAw%3D%3D",2000,JPY,,,,,,
tokyo-asakusa-skytree-tower,tokyo,Tokyo Skytree,스카이트리 타워,sight,,photo|culture|shopping|popular,solo|couple|friends|parents|kids,35.7121987,139.8035792,60,90,120,1,asakusa,10:00,22:00,,"The 634m Tokyo Skytree — two decks, Tembo Deck at 350m and Tembo Galleria at 450m.",634m 높이 도쿄 스카이트리 전망대. 텐보데크(350m)와 텐보갤러리아(450m) 2단계 구성,Arrive an hour before sunset — the lift to Galleria has a long queue|Buy the combo ticket that covers the upper deck|Allow an hour — the floors are more complex than they look,일몰 시간 1시간 전 입장 — 덴보데크에서 갤러리아 가는 엘리베이터 대기가 김|가장 위층까지 가는 통합 티켓으로 구매 추천|내부 동선 복잡해 최소 1시간은 잡고 방문,,tokyo-skytree-observatory-guide,"https://www.google.com/maps/place/%EB%8F%84%EC%BF%84+%EC%8A%A4%EC%B9%B4%EC%9D%B4%ED%8A%B8%EB%A6%AC/@35.7121987,139.8035792,16.3z/data=!3m1!5s0x60188ed65efdab8f:0x73c3daecfb7877f2!4m6!3m5!1s0x60188ed0d12f9adf:0x7d1d4fb31f43f72a!8m2!3d35.7100627!4d139.8107004!16zL20vMDd0aGty?entry=ttu&g_ep=EgoyMDI2MDQxNS4wIKXMDSoASAFQAw%3D%3D",2000,JPY,,,https://www.klook.com/activity/41352-tokyo-skytree/?aid=118462,,,
tokyo-asakusa-asahi,tokyo,Asahi Group Headquarters,아사히그룹 본사,food,snack,activity|food|photo|local|popular,solo|couple|friends|parents,35.7121987,139.8035792,60,90,120,2,asakusa,11:30,22:00,,Asahi Beer's headquarters — the one with the gold flame.,일본에서 가장 유명한 맥주 브랜드인 아사히 맥주의 본사,A pint of Asahi at the top-floor lookout is the move|Queue for the lookout is long — the in-building restaurants work too,전망대에서 아사히 맥주를 먹는 게 핵심 코스|웨이팅이 길어 오히려 내부 식당에서 식사하는 걸 추천,,,"https://www.google.com/maps/place/%EC%95%84%EC%82%AC%ED%9E%88+%EA%B7%B8%EB%A3%B9+%EB%B3%B8%EC%82%AC/@35.7121987,139.8035792,16.3z/data=!3m1!5s0x60188ec59a056e13:0x3260aa2b77b05d8f!4m6!3m5!1s0x60188ec597400001:0xed63aa75e03d5f0f!8m2!3d35.7099095!4d139.8002747!16s%2Fm%2F03cqpd5?entry=ttu&g_ep=EgoyMDI2MDQxNS4wIKXMDSoASAFQAw%3D%3D",1500,JPY,,,,,,
tokyo-asakusa-nakamisetori,tokyo,Nakamise-dori,나카미세토리,sight,,activity|food|photo|budget|culture|shopping|local|popular,solo|couple|friends|parents|kids,35.7130743,139.7974184,30,60,90,2,asakusa,,,,The main souvenir-and-snack street leading from Asakusa to Senso-ji.,아사쿠사에서 센소지로 이어지는 대표적이 기념품 거리,Packed all day — arrive early morning for a calm walk,오전부터 오후까지 관광객이 많아 이른 아침에 가면 여유로움,,,"https://www.google.com/maps/place/%EB%82%98%EC%B9%B4%EB%AF%B8%EC%84%B8%EB%8F%84%EB%A6%AC/@35.7130743,139.7974184,17.27z/data=!4m6!3m5!1s0x60188ec130fbdd3d:0x5135221a7fa19dbc!8m2!3d35.7118413!4d139.7964542!16s%2Fg%2F11rg73mbfv?entry=ttu&g_ep=EgoyMDI2MDQxNS4wIKXMDSoASAFQAw%3D%3D",0,JPY,,,,,,
tokyo-asakusa-sensoji,tokyo,Senso-ji Temple,센소지,sight,,activity|photo|budget|culture|nature|local|popular,solo|couple|friends|parents|kids,35.7130743,139.7974184,30,60,90,1,asakusa,,,,Tokyo's oldest temple — famous for the Kaminarimon lantern and the Nakamise street leading up to it.,도쿄에서 가장 오래된 사찰. 카미나리몬 대등과 나카미세 쇼핑거리로 유명,Early morning is quiet — main hall opens 06:00 (06:30 in winter)|Free entry — main hall closes at 17:00|Grab snacks and souvenirs along Nakamise-dori on the way in,이른 아침이 한적 — 6시부터 본당 개방 (겨울 6:30)|입장료 무료 — 본당 마감은 오후 5시|나카미세에서 길거리 간식·기념품 쇼핑,,,"https://www.google.com/maps/place/%EC%84%BC%EC%86%8C%EC%A7%80/@35.7130743,139.7974184,17.27z/data=!4m6!3m5!1s0x60188ec1a4463df1:0x6c0d289a8292810d!8m2!3d35.7147651!4d139.7966553!16zL20vMDNrOTg3?entry=ttu&g_ep=EgoyMDI2MDQxNS4wIKXMDSoASAFQAw%3D%3D",0,JPY,,,,,,
tokyo-asakusa-asakusamenchi,tokyo,Asakusa Menchi,아사쿠사멘치,food,snack,food|budget|local|popular,solo|couple|friends|parents|kids,35.7130743,139.7974184,15,30,45,3,asakusa,10:00,19:00,,Classic street-food stop in front of Senso-ji — menchi-katsu beef cutlets.,센소지 앞 대표적인 군것질 맛집 중 하나,The queue looks long but moves fast,웨이팅이 조금 있으나 생각보다 빠르게 줄이 빠짐,,,"https://www.google.com/maps/place/%EC%95%84%EC%82%AC%EC%BF%A0%EC%82%AC+%EB%A9%98%EC%B9%98/@35.7130743,139.7974184,17.27z/data=!4m6!3m5!1s0x60188ec121f3c5d5:0x9fe1c9087625b6c6!8m2!3d35.7129114!4d139.7960553!16s%2Fg%2F1tgdcdnb?entry=ttu&g_ep=EgoyMDI2MDQxNS4wIKXMDSoASAFQAw%3D%3D",1000,JPY,,,,,,
tokyo-asakusa-richshaw,tokyo,Asakusa Rickshaw Ride,인력거,experience,,activity|photo|budget|culture|nature,solo|couple|friends|parents|kids,35.7123338,139.7970103,30,60,90,2,asakusa,,,,"Rickshaw tour through Asakusa — classic experience, not cheap.",아사쿠사 대표 체험 중 하나. 가격은 다소 비싼 편,"Around ¥10,000 for two people, 30 minutes|Pick the route yourself","2명이 이용하면 30분에 10,000엔|코스는 직접 선택 가능",,,"https://www.google.com/maps/place/%EC%B9%B4%EB%AF%B8%EB%82%98%EB%A6%AC%EB%AA%AC/@35.7123338,139.7970103,17.9z/data=!3m1!5s0x60188ec7317b39ad:0x328c7121f66ac5b5!4m6!3m5!1s0x60188ec6db068cd1:0xd9a856805c8012bd!8m2!3d35.7111163!4d139.7963656!16s%2Fm%2F03wc6qd?entry=ttu&g_ep=EgoyMDI2MDQxNS4wIKXMDSoASAFQAw%3D%3D",5000,JPY,,,,,,
tokyo-asakusa-kobebeefwagyu-kanana,tokyo,Kobe Beef Wagyu Katana,Kobe Beef Wagyu Katana,food,dinner,activity|food|photo|culture|nature|shopping|local|popular,couple|friends|parents|kids,35.7123338,139.7970103,45,60,75,3,asakusa,11:00,22:00,,Quality wagyu steak in Asakusa.,퀄리티 좋은 와규 스테이크륾 먹기 좋은 맛집,,,,,"https://www.google.com/maps/place/Kobe+Beef+Wagyu+Katana+Asakusa+No.+2+Branch/@35.7123338,139.7970103,17.9z/data=!4m6!3m5!1s0x60188fcb90588395:0x31112875e51d0a0a!8m2!3d35.7121756!4d139.7945351!16s%2Fg%2F11wn42_1nx?entry=ttu&g_ep=EgoyMDI2MDQxNS4wIKXMDSoASAFQAw%3D%3D",10000,JPY,,,,,,
tokyo-asakusa-okonomiyaki-monzasiraiwa,tokyo,Okonomiyaki Monja Shiraiwa,오코노미야키 몬자시라이와,food,dinner,activity|food|photo|culture|nature|shopping|local|popular,solo|couple|friends|parents|kids,35.7123338,139.7970103,45,60,75,3,asakusa,11:00,22:30,,One of Asakusa's reliable monjayaki stops.,아사쿠사 대표 몬자야키 맛집 중 하나,Takes cards and welcomes solo diners,카드 결제도 가능하고 혼자 오는 여행객도 가능,,,"https://www.google.com/maps/place/%EC%98%A4%EC%BD%94%EB%85%B8%EB%AF%B8%EC%95%BC%ED%82%A4+%EB%AA%AC%EC%9E%90%EC%8B%9C%EB%9D%BC%EC%9D%B4%EC%99%80/@35.7123338,139.7970103,17.9z/data=!4m6!3m5!1s0x60188f24f7f3cd9f:0x4c727d0a1a3ad8ec!8m2!3d35.7120013!4d139.795855!16s%2Fg%2F11strc12zk?entry=ttu&g_ep=EgoyMDI2MDQxNS4wIKXMDSoASAFQAw%3D%3D",2000,JPY,,,,,,
tokyo-asakusa-jenya,tokyo,Asakusa Monja Zenya,아사쿠사몬쟈 젠야,food,dinner,activity|food|photo|culture|nature|shopping|local|popular,solo|couple|friends|parents|kids,35.7123338,139.7970103,45,60,75,4,asakusa,10:30,23:00,,"Asakusa monjayaki known for friendly, patient staff.",아사쿠사에서 친절한 걸로 유명한 몬자야키 맛집,Expect a wait — go off-peak,웨이팅이 있는 편이라 애매한 시간대에 가는 걸 추천,,,"https://www.google.com/maps/place/%EC%95%84%EC%82%AC%EC%BF%A0%EC%82%AC%EB%AA%AC%EC%9F%88+%EC%A0%A0%EC%95%BC/@35.7123338,139.7970103,17.9z/data=!4m6!3m5!1s0x60188f94214a97d1:0x3c076a3a331db8c9!8m2!3d35.7119523!4d139.7952496!16s%2Fg%2F11f6drv_hz?entry=ttu&g_ep=EgoyMDI2MDQxNS4wIKXMDSoASAFQAw%3D%3D",2000,JPY,,,,,,
